,United States,Japan,United Kingdom,Canada,Switzerland,Germany,Australia,Spain,Italy,Eurozone,China,India,Korea,Brazil,Turkiye,Russia,ACWI
2000-12-08,,,,,,,,,156.41,,,,,,,,
2000-12-11,,,,,,,,,156.8,,,,,,,,
2000-12-12,,,,,,,,,157.47,,,,,,,,
2000-12-13,,,,,,,,,157.38,,,,,,,,
2000-12-14,,,,,,,,,155.82,,,,,,,,
2000-12-15,,,,,,,,,153.23,,,,,,,,
2000-12-18,,,,,,,,,150.59,,,,,,,,
2000-12-19,,,,,,,,,149.55,,,,,,,,
2000-12-20,,,,,,,,,152.64,,,,,,,,
2000-12-21,,,,,,,,,149.01,,,,,,,,
2000-12-22,,,,,,,,,149.01,,,,,,,,
2000-12-25,,,,,,,,,149.01,,,,,,,,
2000-12-26,,,,,,,,,148.2,,,,,,,,
2000-12-27,,,,,,,,,149.15,,,,,,,,
2000-12-28,,,,,,,,,151.45,,,,,,,,
2000-12-29,,,,,,,,,152.2,,,,,,,,
2001-01-01,,,,,,,,,152.2,,,,,,,,
2001-01-02,,,,,,,,,150.84,,,,,,,,
2001-01-03,,,,,,,,,148.39,,,,,,,,
2001-01-04,,,,,,,,,145.62,,,,,,,,
2001-01-05,,,,,,,,,147.63,,,,,,,,
2001-01-08,,,,,,,,,148.48,,,,,,,,
2001-01-09,,,,,,,,,148.19,,,,,,,,
2001-01-10,,,,,,,,,148.1,,,,,,,,
2001-01-11,,,,,,,,,148.64,,,,,,,,
2001-01-12,,,,,,,,,151.12,,,,,,,,
2001-01-15,,,,,,,,,152.99,,,,,,,,
2001-01-16,,,,,,,,,152.77,,,,,,,,
2001-01-17,,,,,,,,,151.11,,,,,,,,
2001-01-18,,,,,,,,,154.52,,,,,,,,
2001-01-19,,,,,,,,,154.21,,,,,,,,
2001-01-22,,,,,,,,,153.63,,,,,,,,
2001-01-23,,,,,,,,,153.56,,,,,,,,
2001-01-24,,,,,,,,,152.9,,,,,,,,
2001-01-25,,,,,,,,,154.66,,,,,,,,
2001-01-26,,,,,,,,,154.97,,,,,,,,
2001-01-29,,,,,,,,,154.67,,,,,,,,
2001-01-30,,,,,,,,,154.27,,,,,,,,
2001-01-31,,,,,,,,,155.23,,,,,,,,
2001-02-01,,,,,,,,,155.99,,,,,,,,
2001-02-02,,,,,,,,,154.5,,,,,,,,
2001-02-05,,,,,,,,,153.13,,,,,,,,
2001-02-06,,,,,,,,,152.08,,,,,,,,
2001-02-07,,,,,,,,,152.02,,,,,,,,
2001-02-08,,,,,,,,,150.37,,,,,,,,
2001-02-09,,,,,,,,,150.66,,,,,,,,
2001-02-12,,,,,,,,,148.84,,,,,,,,
2001-02-13,,,,,,,,,150.54,,,,,,,,
2001-02-14,,,,,,,,,149.77,,,,,,,,
2001-02-15,,,,,,,,,148.12,,,,,,,,
2001-02-16,,,,,,,,,148.66,,,,,,,,
2001-02-19,,,,,,,,,145.91,,,,,,,,
2001-02-20,,,,,,,,,146.28,,,,,,,,
2001-02-21,,,,,,,,,144.02,,,,,,,,
2001-02-22,,,,,,,,,143.09,,,,,,,,
2001-02-23,,,,,,,,,142.08,,,,,,,,
2001-02-26,,,,,,,,,140.04,,,,,,,,
2001-02-27,,,,,,,,,141.52,,,,,,,,
2001-02-28,,,,,,,,,140.96,,,,,,,,
2001-03-01,,,,,,,,,141.2,,,,,,,,
2001-03-02,,,,,,,,,138.64,,,,,,,,
2001-03-05,,,,,,,,,137.05,,,,,,,,
2001-03-06,,,,,,,,,136.76,,,,,,,,
2001-03-07,,,,,,,,,139.42,,,,,,,,
2001-03-08,,,,,,,,,140.5,,,,,,,,
2001-03-09,,,,,,,,,140.28,,,,,,,,
2001-03-12,,,,,,,,,137.93,,,,,,,,
2001-03-13,,,,,,,,,134.36,,,,,,,,
2001-03-14,,,,,,,,,134.1,,,,,,,,
2001-03-15,,,,,,,,,132.77,,,,,,,,
2001-03-16,,,,,,,,,133.45,,,,,,,,
2001-03-19,,,,,,,,,130.98,,,,,,,,
2001-03-20,,,,,,,,,131.18,,,,,,,,
2001-03-21,,,,,,,,,132.94,,,,,,,,
2001-03-22,,,,,,,,,131.68,,,,,,,,
2001-03-23,,,,,,,,,125.71,,,,,,,,
2001-03-26,,,,,,,,,128.9,,,,,,,,
2001-03-27,,,,,,,,,132.15,,,,,,,,
2001-03-28,,,,,,,,,136.1,,,,,,,,
2001-03-29,,,,,,,,,134.6,,,,,,,,
2001-03-30,,,,,,,,,136.69,,,,,,,,
2001-04-02,,,,,,,,,137.03,,,,,,,,
2001-04-03,,,,,,,,,137.31,,,,,,,,
2001-04-04,,,,,,,,,133.5,,,,,,,,
2001-04-05,,,,,,,,,135.21,,,,,,,,
2001-04-06,,,,,,,,,137.43,,,,,,,,
2001-04-09,,,,,,,,,137.54,,,,,,,,
2001-04-10,,,,,,,,,137.79,,,,,,,,
2001-04-11,,,,,,,,,140.5,,,,,,,,
2001-04-12,,,,,,,,,139.46,,,,,,,,
2001-04-13,,,,,,,,,139.46,,,,,,,,
2001-04-16,,,,,,,,,140.15,,,,,,,,
2001-04-17,,,,,,,,,140.14,,,,,,,,
2001-04-18,,,,,,,,,140.46,,,,,,,,
2001-04-19,,,,,,,,,142.77,,,,,,,,
2001-04-20,,,,,,,,,142.15,,,,,,,,
2001-04-23,,,,,,,,,141.05,,,,,,,,
2001-04-24,,,,,,,,,138.99,,,,,,,,
2001-04-25,,,,,,,,,140.76,,,,,,,,
2001-04-26,,,,,,,,,141.22,,,,,,,,
2001-04-27,,,,,,,,,140.72,,,,,,,,
2001-04-30,,,,,,,,,140.72,,,,,,,,
2001-05-01,,,,,,,,,141.99,,,,,,,,
2001-05-02,,,,,,,,,143.98,,,,,,,,
2001-05-03,,,,,,,,,143.58,,,,,,,,
2001-05-04,,,,,,,,,140.27,,,,,,,,
2001-05-07,,,,,,,,,140.56,,,,,,,,
2001-05-08,,,,,,,,,141.13,,,,,,,,
2001-05-09,,,,,,,,,140.73,,,,,,,,
2001-05-10,,,,,,,,,138.94,,,,,,,,
2001-05-11,,,,,,,,,140.39,,,,,,,,
2001-05-14,,,,,,,,,140.35,,,,,,,,
2001-05-15,,,,,,,,,141.16,,,,,,,,
2001-05-16,,,,,,,,,140.56,,,,,,,,
2001-05-17,,,,,,,,,140.58,,,,,,,,
2001-05-18,,,,,,,,,140.38,,,,,,,,
2001-05-21,,,,,,,,,140.97,,,,,,,,
2001-05-22,,,,,,,,,140.86,,,,,,,,
2001-05-23,,,,,,,,,140.86,,,,,,,,
2001-05-24,,,,,,,,,142.74,,,,,,,,
2001-05-25,,,,,,,,,143.91,,,,,,,,
2001-05-28,,,,,,,,,142.02,,,,,,,,
2001-05-29,,,,,,,,,142.75,,,,,,,,
2001-05-30,,,,,,,,,141.37,,,,,,,,
2001-05-31,,,,,,,,,138.81,,,,,,,,
2001-06-01,,,,,,,,,138.81,,,,,,,,
2001-06-04,,,,,,,,,138.89,,,,,,,,
2001-06-05,,,,,,,,,137.49,,,,,,,,
2001-06-06,,,,,,,,,138.8,,,,,,,,
2001-06-07,,,,,,,,,137.36,,,,,,,,
2001-06-08,,,,,,,,,138.07,,,,,,,,
2001-06-11,,,,,,,,,139.23,,,,,,,,
2001-06-12,,,,,,,,,138.96,,,,,,,,
2001-06-13,,,,,,,,,137.2,,,,,,,,
2001-06-14,,,,,,,,,137.41,,,,,,,,
2001-06-15,,,,,,,,,135.28,,,,,,,,
2001-06-18,,,,,,,,,133.68,,,,,,,,
2001-06-19,,,,,,,,,132.31,,,,,,,,
2001-06-20,,,,,,,,,132.94,,,,,,,,
2001-06-21,,,,,,,,,132.08,,,,,,,,
2001-06-22,,,,,,,,,131.14,,,,,,,,
2001-06-25,,,,,,,,,131.41,,,,,,,,
2001-06-26,,,,,,,,,132.84,,,,,,,,
2001-06-27,,,,,,,,,131.29,,,,,,,,
2001-06-28,,,,,,,,,131.85,,,,,,,,
2001-06-29,,,,,,,,,133.22,,,,,,,,
2001-07-02,,,,,,,,,133.68,,,,,,,,
2001-07-03,,,,,,,,,136.55,,,,,,,,
2001-07-04,,,,,,,,,135.92,,,,,,,,
2001-07-05,,,,,,,,,135.27,,,,,,,,
2001-07-06,,,,,,,,,135.61,,,,,,,,
2001-07-09,,,,,,,,,132.45,,,,,,,,
2001-07-10,,,,,,,,,133.19,,,,,,,,
2001-07-11,,,,,,,,,132.41,,,,,,,,
2001-07-12,,,,,,,,,130.78,,,,,,,,
2001-07-13,,,,,,,,,130.65,,,,,,,,
2001-07-16,,,,,,,,,130.75,,,,,,,,
2001-07-17,,,,,,,,,130.8,,,,,,,,
2001-07-18,,,,,,,,,129.23,,,,,,,,
2001-07-19,,,,,,,,,127.21,,,,,,,,
2001-07-20,,,,,,,,,128.73,,,,,,,,
2001-07-23,,,,,,,,,128.59,,,,,,,,
2001-07-24,,,,,,,,,129.52,,,,,,,,
2001-07-25,,,,,,,,,129.04,,,,,,,,
2001-07-26,,,,,,,,,128.17,,,,,,,,
2001-07-27,,,,,,,,,129.02,,,,,,,,
2001-07-30,,,,,,,,,130.77,,,,,,,,
2001-07-31,,,,,,,,,131.39,,,,,,,,
2001-08-01,,,,,,,,,131.58,,,,,,,,
2001-08-02,,,,,,,,,132.13,,,,,,,,
2001-08-03,,,,,,,,,131.32,,,,,,,,
2001-08-06,,,,,,,,,131.3,,,,,,,,
2001-08-07,,,,,,,,,132.47,,,,,,,,
2001-08-08,,,,,,,,,132.97,,,,,,,,
2001-08-09,,,,,,,,,131.97,,,,,,,,
2001-08-10,,,,,,,,,131.23,,,,,,,,
2001-08-13,,,,,,,,,129.31,,,,,,,,
2001-08-14,,,,,,,,,129.31,,,,,,,,
2001-08-15,,,,,,,,,129.49,,,,,,,,
2001-08-16,,,,,,,,,130.19,,,,,,,,
2001-08-17,,,,,,,,,129.03,,,,,,,,
2001-08-20,,,,,,,,,126.64,,,,,,,,
2001-08-21,,,,,,,,,126.01,,,,,,,,
2001-08-22,,,,,,,,,126.41,,,,,,,,
2001-08-23,,,,,,,,,126.99,,,,,,,,
2001-08-24,,,,,,,,,127.2,,,,,,,,
2001-08-27,,,,,,,,,129.3,,,,,,,,
2001-08-28,,,,,,,,,128.9,,,,,,,,
2001-08-29,,,,,,,,,127.57,,,,,,,,
2001-08-30,,,,,,,,,128.23,,,,,,,,
2001-08-31,,,,,,,,,125.85,,,,,,,,
2001-09-03,,,,,,,,,125.07,,,,,,,,
2001-09-04,,,,,,,,,123.98,,,,,,,,
2001-09-05,,,,,,,,,124.07,,,,,,,,
2001-09-06,,,,,,,,,120.59,,,,,,,,
2001-09-07,,,,,,,,,117.11,,,,,,,,
2001-09-10,,,,,,,,,115.97,,,,,,,,
2001-09-11,,,,,,,,,115.97,,,,,,,,
2001-09-12,,,,,,,,,114.83,,,,,,,,
2001-09-13,,,,,,,,,106.71,,,,,,,,
2001-09-14,,,,,,,,,107.3,,,,,,,,
2001-09-17,,,,,,,,,100.89,,,,,,,,
2001-09-18,,,,,,,,,100.48,,,,,,,,
2001-09-19,,,,,,,,,98.29,,,,,,,,
2001-09-20,,,,,,,,,96.04,,,,,,,,
2001-09-21,,,,,,,,,91.51,,,,,,,,
2001-09-24,,,,,,,,,87.21,,,,,,,,
2001-09-25,,,,,,,,,93.33,,,,,,,,
2001-09-26,,,,,,,,,95.79,,,,,,,,
2001-09-27,,,,,,,,,97.55,,,,,,,,
2001-09-28,,,,,,,,,98.95,,,,,,,,
2001-10-01,,,,,,,,,103.39,,,,,,,,
2001-10-02,,,,,,,,,101.25,,,,,,,,
2001-10-03,,,,,,,,,102.51,,,,,,,,
2001-10-04,,,,,,,,,103.78,,,,,,,,
2001-10-05,,,,,,,,,105.92,,,,,,,,
2001-10-08,,,,,,,,,103.85,,,,,,,,
2001-10-09,,,,,,,,,105.27,,,,,,,,
2001-10-10,,,,,,,,,104.44,,,,,,,,
2001-10-11,,,,,,,,,107.7,,,,,,,,
2001-10-12,,,,,,,,,109.48,,,,,,,,
2001-10-15,,,,,,,,,107.81,,,,,,,,
2001-10-16,,,,,,,,,106.6,,,,,,,,
2001-10-17,,,,,,,,,108.23,,,,,,,,
2001-10-18,,,,,,,,,110.16,,,,,,,,
2001-10-19,,,,,,,,,109.68,,,,,,,,
2001-10-22,,,,,,,,,107.69,,,,,,,,
2001-10-23,,,,,,,,,110.13,,,,,,,,
2001-10-24,,,,,,,,,112.81,,,,,,,,
2001-10-25,,,,,,,,,112.43,100.0,,,,,,,
2001-10-26,,,,,,,,,109.97,102.272,,,,,,,
2001-10-29,,,,,,,,,112.69,102.272,,,,,,,
2001-10-30,,,,,,,,,110.96,97.2173,,,,,,,
2001-10-31,,,,,,,,,110.96,98.9811,,,,,,,
2001-11-01,,,,,,,,,107.0,99.6363,,,,,,,
2001-11-02,,,,,,,,,108.85,99.5236,,,,,,,
2001-11-05,,,,,,,,,108.75,102.2656,,,,,,,
2001-11-06,,,,,,,,,110.54,101.9245,,,,,,,
2001-11-07,,,,,,,,,109.11,103.0341,,,,,,,
2001-11-08,,,,,,,,,109.8,105.2767,,,,,,,
2001-11-09,,,,,,,,,112.01,103.7945,,,,,,,
2001-11-12,,,,,,,,,111.27,101.3114,,,,,,,
2001-11-13,,,,,,,,,108.37,105.0584,,,,,,,
2001-11-14,,,,,,,,,111.48,105.1333,,,,,,,
2001-11-15,,,,,,,,,111.61,105.5652,,,,,,,
2001-11-16,,,,,,,,,112.55,106.5956,,,,,,,
2001-11-19,,,,,,,,,114.1,108.0642,,,,,,,
2001-11-20,,,,,,,,,117.18,106.6479,,,,,,,
2001-11-21,,,,,,,,,115.08,106.1333,,,,,,,
2001-11-22,,,,,,,,,115.12,106.1333,,,,,,,
2001-11-23,,,,,,,,,115.78,107.4078,,,,,,,
2001-11-26,,,,,,,,,116.4,107.1665,,,,,,,
2001-11-27,,,,,,,,,115.6,107.1665,,,,,,,
2001-11-28,,,,,,,,,113.57,103.9358,,,,,,,
2001-11-29,,,,,,,,,113.41,103.8678,,,,,,,
2001-11-30,,,,,,,,,114.15,104.6579,,,,,,,
2001-12-03,,,,,,,,,113.67,104.241,,,,,,,
2001-12-04,,,,,,,,,112.89,105.5324,,,,,,,
2001-12-05,,,,,,,,,114.17,109.2251,,,,,,,
2001-12-06,,,,,,,,,117.78,109.3584,,,,,,,
2001-12-07,,,,,,,,,118.07,108.5027,,,,,,,
2001-12-10,,,,,,,,,117.88,106.6012,,,,,,,
2001-12-11,,,,,,,,,115.64,107.0519,,,,,,,
2001-12-12,,,,,,,,,115.64,105.6513,,,,,,,
2001-12-13,,,,,,,,,115.7,103.3592,,,,,,,
2001-12-14,,,,,,,,,111.49,102.3275,,,,,,,
2001-12-17,,,,,,,,,111.17,105.4722,,,,,,,
2001-12-18,,,,,,,,,114.06,105.2568,,,,,,,
2001-12-19,,,,,,,,,113.33,104.4318,,,,,,,
2001-12-20,,,,,,,,,112.49,103.4267,,,,,,,
2001-12-21,,,,,,,,,111.28,105.4211,,,,,,,
2001-12-24,,,,,,,,,111.28,105.457,,,,,,,
2001-12-25,,,,,,,,,111.28,105.457,,,,,,,
2001-12-26,,,,,,,,,113.29,105.457,,,,,,,
2001-12-27,,,,,,,,,113.32,105.457,,,,,,,
2001-12-28,,,,,,,,,115.03,108.2731,,,,,,,
2001-12-31,,,,,,,,,115.42,108.2879,,,,,,,
2002-01-01,,,,,,,,,115.42,108.2879,,,,,,,
2002-01-02,,,,,,,,,115.39,107.1222,,,,,,,
2002-01-03,,,,,,,,,114.61,109.2487,,,,,,,
2002-01-04,,,,,,,,,116.66,109.1742,,,,,,,
2002-01-07,,,,,,,,,116.34,107.7405,,,,,,,
2002-01-08,,,,,,,,,115.47,106.9246,,,,,,,
2002-01-09,,,,,,,,,116.37,107.2212,,,,,,,
2002-01-10,,,,,,,,,116.49,105.7201,,,,,,,
2002-01-11,,,,,,,,,114.65,106.4869,,,,,,,
2002-01-14,,,,,,,,,115.31,103.7793,,,,,,,
2002-01-15,,,,,,,,,112.78,104.9691,,,,,,,
2002-01-16,,,,,,,,,113.86,103.4058,,,,,,,
2002-01-17,,,,,,,,,112.49,105.3127,,,,,,,
2002-01-18,,,,,,,,,113.99,104.9246,,,,,,,
2002-01-21,,,,,,,,,114.42,104.9246,,,,,,,
2002-01-22,,,,,,,,,113.5,104.3782,,,,,,,
2002-01-23,,,,,,,,,113.95,105.1835,,,,,,,
2002-01-24,,,,,,,,,114.12,106.8179,,,,,,,
2002-01-25,,,,,,,,,114.81,106.567,,,,,,,
2002-01-28,,,,,,,,,115.36,107.5751,,,,,,,
2002-01-29,,,,,,,,,116.43,106.3041,,,,,,,
2002-01-30,,,,,,,,,116.01,104.7609,,,,,,,
2002-01-31,,,,,,,,,115.36,105.9224,,,,,,,
2002-02-01,,,,,,,,,115.97,106.3378,,,,,,,
2002-02-04,,,,,,,,,115.69,104.7042,,,,,,,
2002-02-05,,,,,,,,,114.2,102.5648,,,,,,,
2002-02-06,,,,,,,,,112.57,101.1896,,,,,,,
2002-02-07,,,,,,,,,110.81,101.9329,,,,,,,
2002-02-08,,,,,,,,,111.16,101.6412,,,,,,,
2002-02-11,,,,,,,,,111.58,102.8048,,,,,,,
2002-02-12,,,,,,,,,111.07,102.5564,,,,,,,
2002-02-13,,,,,,,,,110.09,103.4427,,,,,,,
2002-02-14,,,,,,,,,111.83,104.6281,,,,,,,
2002-02-15,,,,,,,,,112.78,103.2527,,,,,,,
2002-02-18,,,,,,,,,111.55,103.2527,,,,,,,
2002-02-19,,,,,,,,,111.27,100.4911,,,,,,,
2002-02-20,,,,,,,,,108.98,100.04,,,,,,,
2002-02-21,,,,,,,,,108.73,101.1908,,,,,,,
2002-02-22,,,,,,,,,109.96,99.8875,,,,,,,
2002-02-25,,,,,,,,,109.71,101.5186,,,,,,,
2002-02-26,,,,,,,,,110.77,102.3943,,,,,,,
2002-02-27,,,,,,,,,111.23,104.2608,,,,,,,
2002-02-28,,,,,,,,,114.48,104.9576,,,,,,,
2002-03-01,,,,,,,,,114.9,105.6235,,,,,,,
2002-03-04,,,,,,,,,115.8,108.4788,,,,,,,
2002-03-05,,,,,,,,,118.42,108.0681,,,,,,,
2002-03-06,,,,,,,,,117.95,108.4917,,,,,,,
2002-03-07,,,,,,,,,119.36,109.0968,,,,,,,
2002-03-08,,,,,,,,,119.22,109.6649,,,,,,,
2002-03-11,,,,,,,,,120.2,109.1686,,,,,,,
2002-03-12,,,,,,,,,119.48,108.1339,,,,,,,
2002-03-13,,,,,,,,,118.71,107.6996,,,,,,,
2002-03-14,,,,,,,,,119.78,107.9695,,,,,,,
2002-03-15,,,,,,,,,120.06,109.1298,,,,,,,
2002-03-18,,,,,,,,,120.71,109.1298,,,,,,,
2002-03-19,,,,,,,,,120.39,110.359,,,,,,,
2002-03-20,,,,,,,,,121.6,109.031,,,,,,,
2002-03-21,,,,,,,,,120.73,108.4782,,,,,,,
2002-03-22,,,,,,,,,121.12,109.1293,,,,,,,
2002-03-25,,,,,,,,,121.52,108.3645,,,,,,,
2002-03-26,,,,,,,,,120.47,108.7909,,,,,,,
2002-03-27,,,,,,,,,120.9,108.8346,,,,,,,
2002-03-28,,,,,,,,,120.64,110.1556,,,,,,,
2002-03-29,,,,,,,,,120.64,110.1556,,,,,,,
2002-04-01,,,,,,,,,122.42,110.1556,,,,,,,
2002-04-02,,,,,,,,,122.4,109.1091,,,,,,,
2002-04-03,,,,,,,,,121.68,109.0376,,,,,,,
2002-04-04,,,,,,,,,121.76,107.6377,,,,,,,
2002-04-05,,,,,,,,,120.33,107.3838,,,,,,,
2002-04-08,,,,,,,,,120.4,105.4564,,,,,,,
2002-04-09,,,,,,,,,117.89,105.9409,,,,,,,
2002-04-10,,,,,,,,,118.46,106.9056,,,,,,,
2002-04-11,,,,,,,,,119.82,105.2605,,,,,,,
2002-04-12,,,,,,,,,118.38,105.7122,,,,,,,
2002-04-15,,,,,,,,,119.09,106.6281,,,,,,,
2002-04-16,,,,,,,,,119.45,108.998,,,,,,,
2002-04-17,,,,,,,,,122.42,109.0896,,,,,,,
2002-04-18,,,,,,,,,122.18,108.0884,,,,,,,
2002-04-19,,,,,,,,,121.6,108.2846,,,,,,,
2002-04-22,,,,,,,,,122.1,107.2418,,,,,,,
2002-04-23,,,,,,,,,121.18,107.0727,,,,,,,
2002-04-24,,,,,,,,,121.26,106.2295,,,,,,,
2002-04-25,,,,,,,,,121.3,104.8304,,,,,,,
2002-04-26,,,,,,,,,119.81,104.5511,,,,,,,
2002-04-29,,,,,,,,,119.29,104.0666,,,,,,,
2002-04-30,,,,,,,,,119.29,104.8436,,,,,,,
2002-05-01,,,,,,,,,119.11,104.8361,,,,,,,
2002-05-02,,,,,,,,,118.81,103.8974,,,,,,,
2002-05-03,,,,,,,,,116.25,103.8974,,,,,,,
2002-05-06,,,,,,,,,115.1,103.8974,,,,,,,
2002-05-07,,,,,,,,,115.37,101.5985,,,,,,,
2002-05-08,,,,,,,,,115.37,104.0674,,,,,,,
2002-05-09,,,,,,,,,114.49,103.6192,,,,,,,
2002-05-10,,,,,,,,,115.53,102.2088,,,,,,,
2002-05-13,,,,,,,,,114.03,103.4306,,,,,,,
2002-05-14,,,,,,,,,115.73,105.1847,,,,,,,
2002-05-15,,,,,,,,,117.52,105.6129,,,,,,,
2002-05-16,,,,,,,,,117.6,105.186,,,,,,,
2002-05-17,,,,,,,,,117.6,104.7992,,,,,,,
2002-05-20,,,,,,,,,117.57,104.0161,,,,,,,
2002-05-21,,,,,,,,,115.59,103.7276,,,,,,,
2002-05-22,,,,,,,,,115.66,102.2687,,,,,,,
2002-05-23,,,,,,,,,114.76,102.397,,,,,,,
2002-05-24,,,,,,,,,114.17,102.4456,,,,,,,
2002-05-27,,,,,,,,,113.5,102.4456,,,,,,,
2002-05-28,,,,,,,,,113.67,102.3499,,,,,,,
2002-05-29,,,,,,,,,113.85,102.0666,,,,,,,
2002-05-30,,,,,,,,,113.6,100.2415,,,,,,,
2002-05-31,,,,,,,,,112.15,101.2205,,,,,,,
2002-06-03,,,,,,,,,112.2,101.2205,,,,,,,
2002-06-04,,,,,,,,,110.93,97.1182,,,,,,,
2002-06-05,,,,,,,,,108.83,97.3399,,,,,,,
2002-06-06,,,,,,,,,108.42,97.5305,,,,,,,
2002-06-07,,,,,,,,,107.75,95.8489,,,,,,,
2002-06-10,,,,,,,,,107.51,95.9463,,,,,,,
2002-06-11,,,,,,,,,108.69,97.2887,,,,,,,
2002-06-12,,,,,,,,,111.22,94.935,,,,,,,
2002-06-13,,,,,,,,,109.06,93.9088,,,,,,,
2002-06-14,,,,,,,,,107.0,91.443,,,,,,,
2002-06-17,,,,,,,,,104.67,94.8233,,,,,,,
2002-06-18,,,,,,,,,107.87,94.7044,,,,,,,
2002-06-19,,,,,,,,,107.88,93.0911,,,,,,,
2002-06-20,,,,,,,,,106.81,91.0979,,,,,,,
2002-06-21,,,,,,,,,104.38,90.5439,,,,,,,
2002-06-24,,,,,,,,,103.87,87.9042,,,,,,,
2002-06-25,,,,,,,,,101.73,89.9127,,,,,,,
2002-06-26,,,,,,,,,103.27,88.2698,,,,,,,
2002-06-27,,,,,,,,,102.05,89.6686,,,,,,,
2002-06-28,,,,,,,,,102.34,92.9757,,,,,,,
2002-07-01,,,,,,,,,105.33,92.8175,,,,,,,
2002-07-02,,,,,,,,,105.75,89.4802,,,,,,,
2002-07-03,,,,,,,,,102.58,87.3995,,,,,,,
2002-07-04,,,,,,,,,100.39,87.3995,,,,,,,
2002-07-05,,,,,,,,,101.21,93.2628,,,,,,,
2002-07-08,,,,,,,,,105.41,93.0,,,,,,,
2002-07-09,,,,,,,,,105.12,91.8969,,,,,,,
2002-07-10,,,,,,,,,104.89,88.5912,,,,,,,
2002-07-11,,,,,,,,,102.98,85.6829,,,,,,,
2002-07-12,,,,,,,,,100.06,85.7491,,,,,,,
2002-07-15,,,,,,,,,99.22,81.4859,,,,,,,
2002-07-16,,,,,,,,,94.84,81.4205,,,,,,,
2002-07-17,,,,,,,,,95.92,84.0357,,,,,,,
2002-07-18,,,,,,,,,98.2,84.8845,,,,,,,
2002-07-19,,,,,,,,,99.84,81.009,,,,,,,
2002-07-22,,,,,,,,,96.41,77.0662,,,,,,,
2002-07-23,,,,,,,,,93.03,74.894,,,,,,,
2002-07-24,,,,,,,,,91.42,73.9936,,,,,,,
2002-07-25,,,,,,,,,90.57,75.7072,,,,,,,
2002-07-26,,,,,,,,,91.41,76.2435,,,,,,,
2002-07-29,,,,,,,,,91.95,81.0779,,,,,,,
2002-07-30,,,,,,,,,95.69,80.4813,,,,,,,
2002-07-31,,,,,,,,,95.59,80.3755,,,,,,,
2002-08-01,,,,,,,,,95.75,77.2794,,,,,,,
2002-08-02,,,,,,,,,93.62,76.712,,,,,,,
2002-08-05,,,,,,,,,92.9,76.712,,,,,,,
2002-08-06,,,,,,,,,90.87,77.4111,,,,,,,
2002-08-07,,,,,,,,,93.59,76.7501,,,,,,,
2002-08-08,,,,,,,,,92.72,79.9411,,,,,,,
2002-08-09,,,,,,,,,95.48,81.3239,,,,,,,
2002-08-12,,,,,,,,,96.84,79.4231,,,,,,,
2002-08-13,,,,,,,,,95.26,80.1137,,,,,,,
2002-08-14,,,,,,,,,95.26,77.6511,,,,,,,
2002-08-15,,,,,,,,,96.3,79.7782,,,,,,,
2002-08-16,,,,,,,,,93.85,80.6787,,,,,,,
2002-08-19,,,,,,,,,96.89,83.4923,,,,,,,
2002-08-20,,,,,,,,,99.84,82.3094,,,,,,,
2002-08-21,,,,,,,,,99.26,83.3303,,,,,,,
2002-08-22,,,,,,,,,100.05,85.3103,,,,,,,
2002-08-23,,,,,,,,,101.35,84.0302,,,,,,,
2002-08-26,,,,,,,,,100.48,82.8194,,,,,,,
2002-08-27,,,,,,,,,99.95,84.9971,,,,,,,
2002-08-28,,,,,,,,,101.99,81.6435,,,,,,,
2002-08-29,,,,,,,,,99.26,80.0625,,,,,,,
2002-08-30,,,,,,,,,97.3,80.9933,,,,,,,
2002-09-02,,,,,,,,,97.92,80.9933,,,,,,,
2002-09-03,,,,,,,,,96.75,75.8441,,,,,,,
2002-09-04,,,,,,,,,93.71,76.3385,,,,,,,
2002-09-05,,,,,,,,,94.34,75.59,,,,,,,
2002-09-06,,,,,,,,,93.5,78.1548,,,,,,,
2002-09-09,,,,,,,,,95.35,76.8514,,,,,,,
2002-09-10,,,,,,,,,93.76,78.7551,,,,,,,
2002-09-11,,,,,,,,,96.25,80.9255,,,,,,,
2002-09-12,,,,,,,,,98.16,77.6413,,,,,,,
2002-09-13,,,,,,,,,95.22,76.0168,,,,,,,
2002-09-16,,,,,,,,,93.7,75.4927,,,,,,,
2002-09-17,,,,,,,,,93.58,74.9039,,,,,,,
2002-09-18,,,,,,,,,92.78,71.9907,,,,,,,
2002-09-19,,,,,,,,,90.21,70.4842,,,,,,,
2002-09-20,,,,,,,,,88.75,70.1459,,,,,,,
2002-09-23,,,,,,,,,87.72,67.5927,,,,,,,
2002-09-24,,,,,,,,,83.78,66.5442,,,,,,,
2002-09-25,,,,,,,,,83.34,67.7851,,,,,,,
2002-09-26,8.0925,,,,,,,,84.16,71.0537,,,,,,,
2002-09-27,7.8388,,,,,,,,86.34,70.3392,,,,,,,
2002-09-30,7.6249,,,,,,,,86.24,66.7932,,,,,,,
2002-10-01,7.9598,,,,,,,,82.75,68.0127,,,,,,,
2002-10-02,7.7737,,,,,,,,82.98,70.2102,,,,,,,
2002-10-03,7.6664,,,,,,,,84.53,68.7986,,,,,,,
2002-10-04,7.5355,,,,,,,,84.43,66.9455,,,,,,,
2002-10-07,7.3897,,,,,,,,84.43,66.2122,,,,,,,
2002-10-08,7.5457,,,,,,,,82.28,65.2305,,,,,,,
