,United States,Japan,United Kingdom,Canada,France,Switzerland,Germany,Australia,Netherlands,Denmark,Sweden,Spain,Hong Kong,Italy,Singapore,Finland,Belgium,Norway,Israel,Ireland,New Zealand,Austria,Portugal,Eurozona,China,Taiwan,India,Korea,Brazil,Saudi Arabia,South Africa,Mexico,Thailand,Indonesia,Malaysia,Turkiye,Philippines,Poland,Chile,Greece,Hungary,Czechia,Colombia,Argentina,Russia
2017-12-19,2681.47,22868.0,7544.1,16133.4,5382.91,9399.17,13215.79,6071.8,552.03,1018.11,1611.43,10234.3,29253.66,22275.0,3404.47,3944.67,4020.87,731.37,1333.95,6998.82,8401.2,3420.63,5431.01,3582.22,3296.54,10467.34,33836.74,2478.53,72680.0,7199.41,51266.37,48403.03,1732.31,6167.67,1736.95,110177.1,8363.81,2455.99,5588.09,783.99,3695.84,1071.24,4354.97,27706.7,2118.16
2017-12-20,2679.25,22891.72,7525.2,16159.7,5352.77,9314.83,13069.17,6075.6,547.38,1015.61,1600.29,10207.7,29234.09,22110.0,3394.87,3920.41,3994.68,729.98,1337.93,6980.9,8383.56,3408.81,5406.64,3552.65,3287.61,10504.52,33777.38,2478.53,73367.0,7212.62,51268.87,48390.39,1738.16,6109.48,1746.63,110454.7,8360.46,2459.33,5528.71,789.74,3702.08,1075.86,4376.49,28069.0,2102.97
2017-12-21,2684.57,22866.1,7604.0,16182.6,5385.97,9424.67,13109.74,6060.4,549.39,1022.29,1616.27,10304.6,29367.06,22240.0,3382.53,3945.0,3996.0,738.48,1343.07,7011.22,8364.44,3440.02,5396.53,3570.78,3300.06,10488.97,33756.28,2429.83,75133.0,7209.71,52082.44,48503.31,1736.91,6183.39,1751.21,111272.0,8376.13,2463.59,5450.83,793.12,3736.25,1077.7,4397.64,28480.7,2093.38
2017-12-22,2683.34,22902.76,7592.7,16165.3,5364.72,9394.49,13072.79,6069.7,548.48,1025.68,1606.25,10182.0,29578.01,22209.0,3385.71,3942.27,3995.05,737.56,1343.07,7016.24,8396.43,3440.06,5383.33,3553.39,3297.06,10537.27,33940.3,2440.54,75187.0,7209.71,52063.77,48387.93,1742.08,6221.01,1760.24,111099.5,8430.14,2445.65,5537.6,804.05,3722.26,1081.2,4418.1,28931.5,2102.94
2017-12-25,2683.34,22939.18,7592.7,16165.3,5364.72,9394.49,13072.79,6069.7,548.48,1025.68,1606.25,10182.0,29578.01,22209.0,3385.71,3942.27,3995.05,737.56,1343.07,7016.24,8396.43,3440.06,5383.33,3553.39,3280.84,10522.49,33940.3,2440.54,75187.0,7209.71,52063.77,48387.93,1750.22,6221.01,1760.24,111099.5,8430.14,2445.65,5537.6,804.05,3722.26,1081.2,4418.1,28931.5,2102.94
2017-12-26,2680.5,22892.69,7592.7,16165.3,5364.72,9394.49,13072.79,6069.7,548.48,1025.68,1606.25,10182.0,29578.01,22209.0,3378.16,3942.27,3995.05,737.56,1359.22,7016.24,8396.43,3440.06,5383.33,3553.39,3306.12,10421.91,34010.61,2427.34,75688.0,7177.55,52063.77,48451.33,1752.48,6221.01,1759.99,112006.7,8430.14,2445.65,5514.74,804.05,3722.26,1081.2,4420.11,29185.6,2097.03
2017-12-27,2682.62,22911.21,7620.7,16203.1,5368.84,9430.44,13070.02,6069.9,548.6,1027.22,1594.99,10165.2,29597.66,22201.0,3391.67,3947.85,4003.07,744.59,1359.57,7027.82,8376.43,3428.69,5379.2,3550.17,3275.78,10486.67,33911.81,2436.67,76073.0,7201.21,51986.69,48652.56,1752.89,6277.17,1771.76,112149.7,8488.73,2480.63,5496.25,809.23,3745.9,1083.5,4461.23,29193.5,2106.17
2017-12-28,2687.54,22783.98,7622.9,16222.0,5339.42,9405.8,12979.94,6088.1,547.06,1024.6,1588.51,10093.1,29863.71,22121.0,3399.1,3929.72,3991.36,747.22,1365.63,7051.38,8408.53,3434.88,5368.83,3524.31,3296.39,10567.64,33848.03,2467.49,76402.0,7230.61,52071.17,48861.94,1743.29,6314.05,1779.1,114480.5,8532.9,2480.25,5550.93,799.05,3742.32,1078.63,4493.36,29974.5,2102.89
2017-12-29,2673.61,22764.94,7687.8,16209.1,5312.56,9381.87,12917.64,6065.1,544.58,1024.22,1576.94,10043.9,29919.15,21853.0,3402.92,3917.97,3977.88,742.8,1365.63,7038.28,8398.08,3420.14,5388.33,3503.96,3307.17,10642.86,34056.83,2467.49,76402.0,7230.61,52533.04,49354.42,1753.71,6355.65,1796.81,115333.0,8556.22,2461.21,5564.6,802.37,3759.76,1078.16,4493.36,29974.5,2109.74
2018-01-01,2673.61,22764.94,7687.8,16209.1,5312.56,9381.87,12917.64,6065.1,544.58,1024.22,1576.94,10043.9,29919.15,21853.0,3402.92,3917.97,3977.88,742.8,1365.63,7038.28,8398.08,3420.14,5388.33,3503.96,3307.17,10642.86,33812.75,2467.49,76402.0,7230.61,52533.04,49354.42,1753.71,6355.65,1796.81,115333.0,8556.22,2461.21,5564.6,802.37,3759.76,1078.16,4493.36,29974.5,2109.74
2018-01-02,2695.81,22764.94,7648.1,16310.0,5288.6,9381.87,12871.39,6061.3,544.79,1025.85,1579.82,10079.1,30515.31,21845.0,3430.3,3930.17,3979.53,743.88,1385.7,7054.55,8398.08,3444.3,5469.6,3503.96,3348.33,10710.73,33812.26,2479.65,77891.0,7171.74,52823.99,50033.95,1753.71,6339.24,1782.7,117524.2,8556.22,2461.21,5618.91,818.51,3770.42,1083.65,4512.33,31084.4,2109.74
2018-01-03,2713.06,22764.94,7671.1,16371.6,5331.28,9478.92,12978.21,6070.4,549.34,1031.09,1587.56,10116.0,30560.95,21905.0,3464.28,3963.76,4005.61,745.73,1382.8,7071.23,8424.91,3487.39,5537.97,3509.88,3369.11,10801.57,33793.38,2486.35,77995.0,7224.29,52832.07,49782.23,1778.53,6251.48,1792.79,116052.2,8721.89,2463.25,5616.47,817.34,3787.71,1086.75,4519.68,31476.3,2152.97
2018-01-04,2723.99,23506.33,7695.9,16412.9,5413.69,9509.28,13167.89,6077.1,554.06,1031.0,1603.67,10314.4,30736.48,22512.0,3501.16,3994.84,4057.92,754.48,1387.67,7126.57,8443.5,3555.04,5622.72,3568.88,3385.71,10848.63,33969.64,2466.46,78647.0,7277.06,52662.63,49744.62,1791.02,6292.32,1803.45,115491.2,8737.58,2533.17,5634.98,825.78,3813.1,1105.13,4575.73,31952.0,2197.6
2018-01-05,2743.15,23714.53,7724.2,16349.4,5470.75,9556.98,13319.64,6122.3,558.16,1039.54,1611.31,10411.4,30814.64,22762.0,3489.45,4018.41,4097.04,760.51,1387.67,7174.14,8455.55,3550.88,5615.63,3607.63,3391.75,10879.8,34153.85,2497.52,79071.0,7277.06,52842.68,49887.74,1795.45,6353.74,1817.97,116637.9,8767.75,2529.55,5695.43,829.72,3821.47,1105.32,4636.21,32190.3,2207.41
2018-01-08,2747.71,23714.53,7696.5,16317.7,5487.42,9541.73,13367.78,6130.4,560.89,1047.69,1619.13,10398.4,30899.53,22846.0,3512.18,4030.28,4114.53,761.58,1389.03,7184.09,8425.48,3550.1,5645.53,3616.45,3409.48,10915.75,34352.79,2513.28,79379.0,7310.26,53131.7,49995.57,1792.81,6385.4,1832.15,116304.5,8742.87,2548.61,5705.61,837.13,3832.73,1108.92,4636.21,32351.2,2207.41
2018-01-09,2751.29,23849.99,7731.0,16319.2,5523.94,9611.61,13385.59,6135.8,563.04,1050.34,1632.29,10426.5,31011.41,23005.0,3524.65,4053.87,4141.64,766.75,1390.32,7178.92,8433.23,3558.86,5654.24,3622.87,3413.9,10914.89,34443.19,2510.23,78864.0,7290.96,53184.36,49701.37,1795.21,6373.14,1826.95,115022.8,8921.43,2528.38,5709.8,841.28,3804.32,1104.48,4653.65,32138.6,2225.39
2018-01-10,2748.23,23788.2,7748.5,16248.0,5504.68,9524.96,13281.34,6096.7,560.44,1045.4,1629.29,10428.3,31073.72,23157.0,3520.45,4033.17,4157.55,766.88,1378.57,7102.23,8364.9,3596.14,5657.95,3609.83,3421.83,10831.09,34433.07,2499.75,78201.0,7300.37,53167.96,48785.25,1794.92,6371.17,1822.92,113589.5,8918.0,2511.27,5678.09,836.28,3782.31,1101.73,4610.61,31632.4,2232.27
2018-01-11,2767.56,23710.43,7762.9,16286.9,5488.55,9503.85,13202.9,6067.6,558.89,1036.62,1630.29,10435.2,31120.39,23305.0,3512.68,4023.69,4155.31,766.33,1390.85,7041.04,8250.44,3600.94,5644.26,3595.24,3425.34,10810.06,34503.49,2487.91,79365.0,7338.04,52824.8,48799.39,1802.8,6386.34,1816.88,114718.8,8810.98,2534.56,5717.65,846.98,3805.81,1107.68,4552.69,32078.2,2246.45
2018-01-12,2786.24,23653.82,7778.6,16308.2,5517.06,9546.61,13245.03,6070.1,561.1,1029.65,1628.4,10462.4,31412.54,23430.0,3520.56,4036.65,4164.12,765.94,1390.85,7074.44,8242.35,3599.28,5623.41,3612.61,3428.94,10883.96,34592.39,2496.42,79349.0,7338.04,53296.1,49135.91,1810.19,6370.06,1822.67,114644.6,8812.35,2539.29,5733.35,851.12,3814.0,1108.81,4545.05,32719.7,2262.38
2018-01-15,2786.24,23714.88,7769.1,16371.8,5509.69,9537.28,13200.51,6077.1,561.06,1028.13,1627.29,10467.2,31338.87,23544.0,3536.41,4023.69,4164.45,766.43,1402.07,7092.67,8211.37,3604.39,5620.95,3611.81,3410.49,10956.31,34843.51,2503.73,79752.0,7483.23,53431.53,49387.28,1822.66,6382.19,1825.91,112159.2,8855.44,2542.65,5745.95,847.73,3787.07,1109.09,4516.48,33622.8,2261.53
2018-01-16,2776.42,23951.81,7755.9,16298.9,5513.82,9464.05,13246.33,6048.6,561.18,1033.05,1623.33,10520.4,31904.75,23495.0,3550.21,4029.02,4163.96,766.72,1400.59,7066.95,8250.54,3611.23,5613.58,3622.01,3436.59,10986.11,34771.05,2521.74,79832.0,7531.56,53777.68,49491.72,1821.83,6429.69,1826.03,114418.4,8862.85,2591.1,5745.95,852.81,3804.7,1114.92,4618.62,33521.6,2257.89
2018-01-17,2802.56,23868.34,7725.4,16326.7,5493.99,9440.01,13183.96,6015.8,563.28,1038.09,1622.85,10474.6,31983.41,23515.0,3541.91,4037.83,4148.6,762.7,1392.28,7051.74,8297.67,3628.08,5618.69,3612.78,3444.67,11004.8,35081.82,2515.43,81189.0,7539.74,54068.84,49732.3,1828.88,6444.52,1828.63,116592.5,8846.72,2600.37,5786.15,841.51,3796.27,1115.63,4630.19,33598.2,2277.89
2018-01-18,2798.03,23763.37,7701.0,16284.5,5494.83,9452.35,13281.43,6014.6,566.49,1036.12,1624.78,10432.7,32121.94,23631.0,3521.31,4055.1,4142.06,760.2,1390.35,7073.37,8272.67,3628.34,5671.54,3620.91,3474.75,11071.57,35260.29,2515.81,80963.0,7539.02,54010.49,49911.97,1819.32,6472.67,1821.6,116856.0,8818.47,2591.22,5839.37,837.56,3798.22,1119.05,4648.19,34049.4,2297.47
2018-01-19,2810.3,23808.06,7730.8,16353.5,5526.51,9509.77,13434.45,6005.8,569.3,1047.24,1630.62,10479.5,32254.89,23749.0,3550.36,4090.9,4159.09,761.58,1390.35,7157.12,8289.96,3643.0,5689.05,3649.07,3487.86,11150.85,35511.58,2520.26,81220.0,7539.02,54058.74,49695.56,1821.34,6490.9,1828.83,115147.1,8913.63,2601.82,5856.27,847.56,3831.58,1123.62,4654.08,33591.7,2286.33
2018-01-22,2832.97,23816.33,7715.4,16348.0,5541.99,9529.13,13463.69,5991.9,570.82,1049.41,1635.47,10584.0,32393.41,23890.0,3569.43,4112.94,4176.88,767.58,1393.25,7157.5,8335.36,3681.57,5744.83,3665.28,3501.36,11231.46,35798.01,2502.11,81675.0,7480.89,54165.85,49974.48,1824.06,6500.53,1833.15,117235.5,8948.32,2620.87,5827.91,858.12,3942.6,1132.8,4671.88,33525.5,2308.61
2018-01-23,2839.13,24124.15,7731.8,16357.6,5535.26,9551.58,13559.6,6037.0,570.6,1051.7,1643.71,10609.5,32930.7,23837.0,3592.08,4114.49,4161.99,766.12,1397.74,7235.11,8307.63,3688.78,5791.88,3672.29,3546.5,11253.11,36139.98,2536.6,80678.0,7493.9,54521.81,50260.25,1831.78,6635.33,1838.04,118400.1,8996.71,2630.37,5799.81,872.0,4013.62,1137.06,4717.86,33893.4,2308.61
2018-01-24,2837.54,23940.78,7643.4,16284.2,5495.16,9547.57,13414.74,6054.7,566.04,1044.81,1631.2,10563.0,32958.69,23623.0,3609.24,4077.67,4146.75,763.37,1400.75,7156.4,8324.09,3673.12,5752.26,3643.22,3559.47,11152.16,36161.64,2538.0,83680.0,7479.09,54575.94,50746.93,1838.96,6615.49,1837.04,119648.4,8917.94,2621.59,5798.25,883.98,3955.79,1138.57,4793.34,34948.6,2306.99
2018-01-25,2839.25,23669.49,7615.8,16204.0,5481.21,9482.96,13298.36,6050.0,565.07,1029.22,1604.49,10595.3,32654.45,23720.0,3572.62,4026.42,4144.23,755.87,1402.69,7033.76,8369.78,3652.52,5766.67,3630.15,3548.31,11165.95,36050.44,2562.23,83680.0,7521.64,54558.02,50777.9,1819.29,6615.33,1845.86,118604.1,8996.86,2589.3,5811.54,877.47,3898.57,1133.76,4799.04,35141.7,2320.03
2018-01-26,2872.87,23631.88,7665.5,16239.2,5529.15,9515.56,13340.17,6050.0,566.79,1038.48,1612.63,10595.4,33154.12,23857.0,3567.14,4049.48,4162.01,751.9,1402.69,7098.63,8311.42,3656.26,5768.48,3647.41,3558.13,11147.1,36050.44,2574.76,85531.0,7521.64,54530.63,51065.49,1828.88,6660.62,1853.92,120701.9,9038.88,2600.48,5855.67,878.06,3940.49,1131.96,4817.73,35126.2,2295.26
2018-01-29,2853.53,23629.34,7671.5,16094.7,5521.59,9457.27,13324.48,6075.4,566.06,1035.79,1610.4,10555.6,32966.89,23802.0,3577.07,4064.34,4155.19,746.99,1409.73,7059.28,8327.59,3636.62,5730.22,3643.04,3523.0,11221.81,36283.25,2598.19,84698.0,7568.36,53863.76,50636.32,1837.49,6680.62,1870.52,120845.3,9056.29,2593.4,5880.47,886.54,3918.95,1131.23,4829.6,34787.4,2284.27
2018-01-30,2822.43,23291.97,7588.0,15955.5,5473.78,9433.34,13197.71,6022.8,561.0,1026.8,1603.31,10428.2,32607.29,23481.0,3548.74,4037.01,4126.57,736.89,1398.82,6983.47,8298.58,3597.68,5692.4,3606.75,3488.01,11076.78,36033.73,2567.74,84482.0,7631.17,52700.0,50382.86,1826.61,6575.49,1868.58,119303.1,8908.19,2566.14,5859.61,868.08,3864.36,1127.39,4782.81,34241.3,2280.36
2018-01-31,2823.81,23098.29,7533.6,15951.7,5481.93,9335.4,13189.48,6037.7,560.52,1017.79,1593.15,10451.5,32887.27,23507.0,3533.99,4042.01,4111.65,738.49,1407.58,6961.64,8442.01,3594.27,5663.44,3609.29,3480.83,11103.79,35965.02,2566.46,84913.0,7650.12,52614.65,50456.17,1826.86,6605.63,1868.58,119528.8,8761.76,2553.81,5855.38,878.83,3900.91,1130.91,4720.96,34938.6,2289.99
2018-02-01,2821.98,23486.11,7490.4,15860.9,5454.55,9290.92,13003.9,6090.1,556.87,986.4,1601.84,10399.0,32642.09,23541.0,3547.23,4139.46,4103.63,746.39,1403.13,6946.32,8383.87,3587.39,5606.88,3577.35,3446.98,11160.25,35906.66,2568.54,85495.0,7656.07,52453.7,50591.15,1833.6,6598.46,1868.58,119044.4,8736.47,2534.21,5859.27,886.44,3903.21,1140.01,4788.22,34641.4,2302.57
2018-02-02,2762.13,23274.53,7443.4,15606.0,5364.98,9220.69,12785.16,6121.4,550.08,969.28,1584.79,10211.2,32601.78,23203.0,3529.82,4099.55,4053.59,739.38,1403.13,6885.23,8415.29,3538.13,5516.87,3523.28,3462.08,11126.23,35066.75,2525.39,84041.0,7656.07,51908.17,50395.83,1827.35,6628.82,1870.48,118119.4,8808.49,2507.24,5825.99,875.38,3870.24,1129.1,4734.21,32614.8,2281.84
2018-02-05,2648.94,22682.08,7335.0,15334.8,5285.83,9100.39,12687.49,6026.2,542.65,969.19,1546.33,10064.5,32245.22,22822.0,3482.93,4062.98,3997.59,735.48,1366.61,6754.74,8241.83,3506.85,5405.31,3478.77,3487.5,10946.25,34757.16,2491.75,81861.0,7587.39,50496.3,50395.83,1810.32,6589.67,1853.07,116852.7,8613.79,2505.98,5731.47,853.67,3851.28,1122.3,4560.88,31145.6,2276.85
2018-02-06,2695.14,21610.24,7141.4,15363.9,5161.81,8836.71,12392.66,5833.3,526.18,952.22,1511.6,9810.0,30595.42,22347.0,3406.38,3974.13,3896.59,718.76,1348.38,6658.71,8241.83,3408.19,5326.25,3394.92,3370.65,10404.0,34195.94,2453.31,83894.0,7466.33,49855.83,49304.94,1788.43,6478.54,1812.45,115457.3,8548.22,2412.03,5697.28,838.8,3746.89,1098.6,4571.17,31624.2,2238.24
2018-02-07,2681.66,21645.37,7279.4,15330.6,5255.9,8975.01,12590.43,5876.8,536.36,968.98,1551.15,9976.9,30323.2,22986.0,3383.77,4052.17,3991.9,733.22,1359.83,6753.19,8194.73,3508.42,5441.08,3454.52,3309.26,10551.54,34082.71,2396.56,82767.0,7417.17,50182.35,48976.45,1785.44,6534.87,1836.68,115570.2,8665.33,2441.67,5750.61,849.94,3847.68,1116.66,4576.11,31626.7,2254.64
2018-02-08,2581.0,21890.86,7170.7,15065.6,5151.68,8763.11,12260.29,5890.7,526.12,961.24,1519.77,9756.3,30451.27,22467.0,3415.9,3959.19,3911.96,729.67,1343.13,6650.86,8177.14,3398.48,5377.99,3377.3,3262.05,10528.52,34413.16,2407.62,81533.0,7403.15,49934.79,47862.1,1786.66,6544.63,1839.44,114263.5,8642.86,2406.48,5651.58,841.38,3757.62,1117.32,4489.57,31021.6,2227.24
2018-02-09,2619.55,21382.62,7092.4,15034.5,5079.21,8682.0,12107.48,5838.0,518.33,959.04,1500.18,9639.6,29507.42,22167.0,3377.24,3920.86,3876.33,721.54,1343.13,6599.67,8092.37,3354.12,5294.9,3325.99,3129.85,10371.75,34005.76,2363.77,80899.0,7403.15,49287.45,47799.09,1786.45,6505.52,1819.82,113590.3,8501.5,2382.79,5549.15,828.78,3718.69,1106.06,4493.7,30143.4,2197.12
2018-02-12,2656.0,21382.62,7177.1,15241.9,5140.06,8822.18,12282.77,5820.7,524.1,979.44,1521.62,9771.1,29459.63,22337.0,3384.98,3978.38,3918.18,731.31,1334.21,6677.91,8059.06,3400.11,5373.37,3368.25,3154.12,10421.09,34300.47,2385.38,80899.0,7425.57,49544.32,47830.49,1799.45,6523.45,1830.17,114821.6,8485.73,2414.41,5557.07,823.46,3730.89,1110.49,4512.74,30143.4,2220.12
2018-02-13,2662.94,21244.68,7168.0,15216.5,5109.24,8752.64,12196.5,5855.9,520.57,970.15,1513.27,9650.7,29839.53,22034.0,3415.07,3965.02,3884.71,732.38,1330.49,6700.01,8122.22,3385.63,5365.45,3340.93,3184.96,10421.09,34300.47,2395.19,80899.0,7412.56,50405.03,47926.73,1800.03,6578.18,1833.02,114494.5,8567.94,2431.67,5500.58,821.85,3754.53,1111.77,4503.51,30143.4,2250.63
2018-02-14,2698.63,21154.17,7214.0,15328.3,5165.26,8899.1,12339.16,5841.2,525.64,979.77,1532.15,9686.2,30515.6,22434.0,3402.86,4017.66,3892.16,726.97,1339.89,6722.75,8058.8,3387.87,5420.61,3369.83,3199.16,10421.09,34155.95,2421.83,83543.0,7419.71,50556.0,48400.75,1792.09,6594.4,1834.93,113455.0,8595.9,2449.79,5560.38,825.64,3755.03,1109.63,4555.84,31551.3,2257.95
2018-02-15,2731.2,21464.98,7234.8,15407.7,5222.52,8917.8,12346.17,5909.0,527.57,985.81,1542.72,9714.9,31115.43,22496.0,3443.51,4063.86,3910.11,734.0,1354.82,6778.12,8063.33,3392.38,5463.89,3389.63,3199.16,10421.09,34297.47,2421.83,84291.0,7510.47,52565.45,48808.39,1800.86,6591.58,1838.28,116225.6,8610.23,2423.57,5630.06,842.9,3746.25,1111.87,4546.49,32023.6,2265.45
2018-02-16,2732.22,21720.25,7294.7,15452.6,5281.58,8986.72,12451.96,5904.0,532.27,1005.87,1556.93,9832.1,31115.43,22798.0,3443.51,4133.6,3941.19,742.18,1354.82,6833.41,8125.31,3407.99,5505.43,3426.8,3199.16,10421.09,34010.76,2421.83,84525.0,7510.47,52110.8,48882.78,1805.89,6591.58,1838.28,116511.0,8610.23,2406.96,5621.67,846.07,3820.64,1112.34,4563.38,32677.3,2255.27
2018-02-19,2732.22,22149.21,7247.7,15452.6,5256.18,8908.65,12385.6,5941.6,528.76,994.25,1550.86,9806.2,31115.43,22569.0,3487.88,4112.83,3922.46,739.27,1372.97,6797.74,8115.25,3407.99,5435.65,3407.79,3199.16,10421.09,33774.66,2442.82,84793.0,7528.24,51717.42,48928.48,1809.67,6689.29,1857.32,115882.0,8707.98,2408.49,5628.99,846.07,3798.9,1110.21,4550.45,33281.3,2254.92
2018-02-20,2716.26,21925.1,7246.8,15439.4,5289.86,8981.39,12487.9,5940.9,532.93,995.74,1569.68,9895.3,30873.63,22674.0,3476.53,4142.87,3938.62,741.76,1364.55,6815.71,8098.27,3402.96,5448.81,3435.08,3199.16,10421.09,33703.59,2415.12,85804.0,7506.09,51020.46,48685.19,1801.02,6662.88,1855.99,113432.9,8720.46,2413.23,5673.42,841.83,3757.72,1106.14,4557.99,32825.9,2270.12
2018-02-21,2701.33,21970.81,7281.6,15524.0,5302.17,8988.99,12470.49,5943.7,533.95,998.53,1575.12,9823.3,31431.89,22653.0,3516.23,4159.58,3950.27,743.8,1366.15,6791.34,8200.27,3427.32,5468.18,3430.16,3199.16,10714.44,33844.86,2429.65,86052.0,7505.62,51727.37,48535.59,1801.16,6643.4,1858.17,116316.0,8611.44,2405.47,5706.54,838.69,3797.13,1111.21,4585.05,33042.3,2320.32
2018-02-22,2703.96,21736.44,7252.4,15508.2,5309.23,8967.43,12461.91,5950.9,532.64,1011.52,1573.88,9876.5,30965.68,22464.0,3488.46,4135.32,3978.85,743.75,1363.17,6772.76,8266.88,3417.26,5450.52,3431.99,3268.56,10662.38,33819.5,2414.28,86686.0,7525.22,51258.52,48969.64,1788.63,6593.06,1855.07,116840.9,8513.38,2410.69,5726.09,845.34,3762.6,1108.3,4623.67,33124.8,2336.82
2018-02-23,2747.3,21892.78,7244.4,15638.5,5317.37,8948.19,12483.79,5999.8,534.09,1020.03,1577.11,9822.4,31267.17,22672.0,3533.22,4141.09,3972.53,754.35,1363.17,6722.27,8301.72,3408.06,5469.91,3441.46,3289.02,10794.55,34142.15,2451.52,87293.0,7525.22,51747.15,48643.43,1808.06,6619.8,1861.5,117521.5,8465.38,2406.11,5742.54,844.12,3716.33,1104.96,4622.97,32742.4,2336.82
2018-02-26,2779.6,22153.63,7289.6,15714.7,5344.26,9026.11,12527.04,6042.2,538.31,1030.41,1586.96,9902.4,31498.6,22706.0,3555.85,4173.52,3992.5,751.9,1372.19,6738.27,8340.53,3409.94,5476.74,3463.18,3329.57,10836.7,34445.75,2457.65,87653.0,7471.9,51861.36,48463.44,1834.18,6554.67,1860.08,118791.9,8497.79,2408.63,5669.86,837.04,3764.24,1101.47,4589.18,32918.2,2353.16
2018-02-27,2744.28,22389.86,7282.5,15671.2,5343.93,8992.52,12490.73,6056.9,537.83,1017.55,1588.23,9900.2,31268.66,22724.0,3540.39,4152.72,4010.17,750.56,1370.72,6730.58,8360.38,3429.24,5468.05,3458.03,3292.07,10815.47,34346.39,2456.14,86935.0,7465.47,52033.51,47970.19,1830.39,6598.93,1871.46,118831.6,8590.17,2421.51,5642.04,837.77,3753.91,1111.12,4568.0,32516.3,2341.89
2018-02-28,2713.83,22068.24,7231.9,15442.7,5320.49,8906.38,12435.85,6016.0,535.58,1011.81,1583.39,9840.3,30844.72,22608.0,3517.94,4128.05,3994.45,751.32,1361.67,6683.39,8373.82,3476.04,5468.21,3438.96,3259.41,10815.47,34184.04,2427.36,85481.0,7418.8,51383.45,47437.93,1830.13,6597.22,1856.2,118950.8,8473.11,2364.32,5602.83,835.66,3727.9,1120.47,4428.83,33010.9,2296.8
2018-03-01,2677.67,21724.47,7175.6,15394.0,5262.56,8792.38,12190.94,5973.3,529.59,996.77,1560.56,9738.6,31044.25,22448.0,3513.85,4075.11,3943.85,742.24,1361.67,6668.24,8342.71,3448.5,5376.33,3399.16,3273.75,10785.79,34046.94,2427.36,85378.0,7411.16,51011.02,47599.42,1830.13,6606.05,1860.86,117632.1,8463.59,2334.96,5527.92,831.0,3685.71,1117.73,4385.72,32013.0,2297.9
2018-03-02,2691.25,21181.64,7069.9,15384.6,5136.58,8628.51,11913.71,5928.9,518.72,981.41,1526.46,9531.1,30583.45,21912.0,3479.2,3989.95,3869.18,727.3,1361.67,6668.24,8288.42,3388.58,5367.16,3324.75,3254.53,10698.17,34046.94,2402.16,85761.0,7411.16,50824.62,47548.1,1811.98,6582.32,1856.07,116859.2,8456.4,2314.23,5545.48,813.09,3602.3,1106.02,4358.53,31900.7,2288.84
2018-03-05,2720.94,21042.09,7116.0,15541.3,5167.23,8808.38,12090.87,5959.5,526.51,984.85,1547.94,9590.8,29886.39,21820.0,3438.61,4028.78,3907.04,735.11,1339.35,6611.86,8279.83,3403.67,5365.66,3355.32,3256.93,10642.9,33746.78,2375.06,86023.0,7366.83,51021.75,47720.91,1808.89,6550.59,1842.62,116946.2,8384.01,2330.1,5538.52,794.51,3623.69,1113.16,4402.25,32133.7,2309.53
2018-03-06,2728.12,21417.76,7146.8,15545.2,5170.23,8765.88,12113.87,5962.4,528.36,985.39,1559.94,9586.8,30510.73,22203.0,3491.92,4049.88,3916.41,749.9,1344.42,6701.02,8327.66,3445.41,5354.25,3357.86,3289.64,10784.34,33317.2,2411.41,85653.0,7437.61,52257.99,47884.63,1799.06,6500.11,1848.37,116709.9,8358.07,2339.51,5548.21,799.2,3713.84,1120.96,4434.15,32865.0,2303.32
2018-03-07,2726.8,21252.72,7157.8,15472.6,5187.83,8784.84,12245.36,5902.0,530.71,987.76,1564.19,9599.3,30196.92,22473.0,3450.69,4074.39,3929.2,744.72,1339.87,6736.55,8284.34,3438.0,5339.43,3377.36,3271.67,10745.32,33033.09,2401.82,85484.0,7453.17,52005.09,47662.12,1781.64,6368.27,1837.9,116842.4,8402.53,2359.57,5549.64,798.41,3736.77,1112.98,4422.93,32743.6,2291.23
2018-03-08,2738.97,21368.07,7203.2,15538.7,5254.1,8896.42,12355.57,5942.9,535.22,998.65,1585.53,9646.2,30654.52,22731.0,3480.44,4132.49,3974.52,747.3,1341.99,6753.49,8358.7,3462.87,5395.13,3413.28,3288.41,10823.24,33351.57,2433.08,84985.0,7562.11,52057.14,48240.0,1778.9,6443.02,1839.62,116567.1,8379.7,2322.09,5576.37,812.53,3776.46,1118.17,4433.45,32822.6,2291.23
2018-03-09,2786.57,21469.2,7224.5,15577.8,5274.4,8931.85,12346.68,5963.2,537.14,998.09,1589.62,9686.1,30996.21,22746.0,3485.57,4138.14,3987.04,749.36,1341.99,6744.94,8390.01,3485.51,5423.8,3420.54,3307.17,10864.82,33307.14,2459.45,86371.0,7562.11,52348.57,48556.45,1775.37,6433.32,1843.92,116914.5,8370.36,2354.54,5637.04,821.57,3746.92,1123.6,4455.58,33182.6,2311.69
2018-03-12,2783.02,21824.03,7214.8,15604.8,5276.71,8970.74,12418.39,5996.1,538.43,1000.2,1593.83,9727.5,31594.33,22765.0,3540.19,4132.59,4002.47,748.68,1353.65,6738.97,8463.99,3483.46,5438.37,3429.48,3326.7,11002.1,33917.94,2484.12,86900.0,7780.83,52440.89,48671.29,1800.32,6500.69,1861.22,118411.4,8451.33,2378.72,5653.42,831.74,3790.4,1128.13,4449.48,33244.0,2318.01
